,id,WA_WEB_TIMES,WA_WEB_TIMESA,WA_WEB_TIMESV,WA_WEB_TIME,WA_WEB_TIMEA,WA_WEB_TIMEV,WA_WEB_BU,WA_WEB_BUA,WA_WEB_BUV,WA_WEB_BD,WA_WEB_BDA,WA_WEB_BDV,WA_WEB_RATIO,WA_APP_TIMES,WA_APP_TIMESA,WA_APP_TIMESV,WA_APP_TIME,WA_APP_TIMEA,WA_APP_TIMEV,WA_APP_BU,WA_APP_BUA,WA_APP_BUV,WA_APP_BD,WA_APP_BDA,WA_APP_BDV,WA_APP_RATIO,WA_TIMES_RATIO,WA_TIMES,WA_TIMESA,WA_TIMESV,WA_TIME_RATIO,WA_TIME,WA_TIMEA,WA_TIMEV,WA_BU_RATIO,WA_BU,WA_BUA,WA_BUV,WA_BD_RATIO,WA_BD,WA_BDA,WA_BDV,WA_RATIO,WA_LT_WEB_TIMESA,WA_LT_WEB_TIMESV,WA_LT_WEB_TIMEA,WA_LT_WEB_TIMEV,WA_LT_WEB_BUA,WA_LT_WEB_BUV,WA_LT_WEB_BDA,WA_LT_WEB_BDV,WA_LT_APP_TIMESA,WA_LT_APP_TIMESV,WA_LT_APP_TIMEA,WA_LT_APP_TIMEV,WA_LT_APP_BUA,WA_LT_APP_BUV,WA_LT_APP_BDA,WA_LT_APP_BDV,WA_LT_TIMESA,WA_LT_TIMESV,WA_LT_TIMEA,WA_LT_TIMEV,WA_LT_BUA,WA_LT_BUV,WA_LT_BDA,WA_LT_BDV,times_v,time_v,up_v,down_v
10,u3114,110451.0,2454.4666666666667,5353914.915555555,139929926.0,3109553.9111111118,8911936023736.217,373554095.0,8301202.111111111,58955209669885.78,5735341108.0,127452024.6222222,3.71795891833283e+16,0.06513197523316228,85502.0,1900.0444,2592291.8,116946723.0,2598816.0,5221654700000.0,405931644.0,9020703.0,69075800000000.0,5495943686.0,122132080.0,3.4354945e+16,0.07386023,1.2917943,195953,4354.5109999999995,8012270.0,1.1965271,256876649,5708370.0,14832512000000.0,0.9202389000000001,779485739,17321906.0,138948610000000.0,1.0435590000000001,11231284794,249584110.0,6.536997e+16,0.069403075,0.6888889,3.90321,687.1556,3592462.5,8798.244,2036816000.0,83068.914,140816830000.0,1.4,86.24,1914.0667,161200660.0,11845.066,6173446700.0,100452.4,443990100000.0,2.088889,88.21432,2601.2222,162162600.0,20643.31,8001831000.0,183521.31,568118000000.0,141089970.0,253535300000000.0,2202709700000000.0,7.6296486e+17
11,u0085,5961.0,132.46666666666667,281582.9155555557,8937823.0,198618.2888888889,743034771698.0718,30175558.0,670567.9555555554,8711726121311.418,119361583.0,2652479.6222222224,105771102929139.8,0.25280795748138424,1294.0,28.755556,6026.2734,2133529.0,47411.754,16637454000.0,8986469.0,199699.31,534565160000.0,93506112.0,2077913.6,102775040000000.0,0.09610569,4.6066456,7255,161.22223,361895.16,4.1892204,11071352,246030.05,949897660000.0,3.3578882000000005,39162027,870267.25,13437666000000.0,1.2765111,212867695,4730393.0,357800700000000.0,0.18397355,0.022222223,0.021728395,0.0,0.0,7.777777700000001,2661.7285,37.244446,61034.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222223,0.021728395,0.0,0.0,7.777777700000001,2661.7285,37.244446,61034.54,2369915.2,6071843000000.0,82821100000000.0,2218996000000000.0
12,u0414,6073.0,134.95555555555555,85876.70913580248,6197834.0,137729.64444444445,86112502419.91801,16737772.0,371950.4888888889,1057680166619.094,166841076.0,3707579.466666667,207023052380792.0,0.1003216498075688,5000.0,111.11111499999998,94121.79,5489286.0,121984.13,100289780000.0,25522001.0,567155.56,4742420400000.0,360040750.0,8000905.5,1796704700000000.0,0.070886426,1.2146,11073,246.06667000000002,325484.34,1.1290784,11687120,259713.78,308197560000.0,0.6558174,42259773,939106.06,6704995500000.0,0.46339497,526881826,11708485.0,2052125400000000.0,0.08020731,0.06666667,0.19555555,52.333332,120506.22,15.422222,10465.178,22.155556,21598.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666667,0.19555555,52.333332,120506.22,15.422222,10465.178,22.155556,21598.22,641176.5,894998000000.0,19236634000000.0,2268815400000000.0
13,u0106,12397.0,275.4888888888889,33368.3387654321,14131219.0,314027.0888888889,83815918081.90321,31208177.0,693515.0444444446,5839336555053.6875,845907189.0,18797937.53333333,7021277867546904.0,0.03689314549612642,2487.0,55.266666,38939.13,3186272.0,70806.05,58550730000.0,13211109.0,293580.2,2225706400000.0,208061403.0,4623586.5,585751600000000.0,0.0634962,4.984719999999999,14884,330.75555,93487.07,4.4350324,17317491,384833.12,176608870000.0,2.3622677000000003,44419286,987095.25,8586666700000.0,4.0656614,1053968592,23421524.0,7622934000000000.0,0.04214479,0.022222223,0.021728395,0.0,0.0,93.86667,387681.84,164.55556,1191455.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222223,0.021728395,0.0,0.0,93.86667,387681.84,164.55556,1191455.4,645376.56,1063782800000.0,65397554000000.0,5.77935e+16
14,u2995,9043.0,200.95555555555558,44193.020246913584,8696686.0,193259.6888888889,44632457246.70322,69201658.0,1537814.6222222222,40290940055275.98,408308128.0,9073513.955555556,654447985318151.2,0.16948390995533413,7069.0,157.08888000000002,20151.414,8311059.0,184690.2,31576480000.0,15572457.0,346054.6,238424280000.0,231978631.0,5155080.5,185785940000000.0,0.067128845,1.2792473999999998,16112,358.04443,110634.8,1.0463992,17007745,377949.88,136497540000.0,4.4438496,84774115,1883869.2,41062446000000.0,1.760111,640286759,14228595.0,824715600000000.0,0.13240023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2087956.5,2051210000000.0,274637170000000.0,5706742400000000.0
15,u2207,3669.0,81.53333333333333,38283.22666666671,4945447.0,109898.82222222222,71424898350.1017,51782488.0,1150721.9555555556,11795880360053.744,1996884377.0,44375208.37777778,2.064796083278507e+16,0.02593164060795164,646.0,14.355556,851.3847,936435.0,20809.666,1802040400.0,6669316.0,148207.02,184954810000.0,56188907.0,1248642.4,10577473000000.0,0.11869453,5.679566,4315,95.888885,48765.477,5.2811427,5881882,130708.49,90866704000.0,7.7642875,58451804,1298929.0,12678057000000.0,35.538765000000005,2053073284,45623852.0,2.1400982e+16,0.028470392999999997,0.044444446,0.08691358,97.77778,420661.72,5822.311,1491569500.0,66310.18,193469740000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044444446,0.08691358,97.77778,420661.72,5822.311,1491569500.0,66310.18,193469740000.0,839203.8,1441903500000.0,179794340000000.0,3.1902955e+17
16,u3837,1191.0,26.466666666666665,16834.915555555534,1403758.0,31194.622222222217,22737140844.412838,6409312.0,142429.15555555554,534361199686.3544,41223541.0,916078.6888888888,26049555676142.28,0.15547698825737585,263.0,5.8444443,1068.5314,357336.0,7940.8,2121998500.0,795861.0,17685.8,10300667000.0,1318601.0,29302.244,26710700000.0,0.6035647,4.5285153,1454,32.31111,26233.37,3.9283980000000005,1761094,39135.42,38234490000.0,8.053306,7205173,160114.95,691576050000.0,31.263090000000002,42542142,945380.94,26681730000000.0,0.16936554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293627.22,430757250000.0,7210350000000.0,251365810000000.0
17,u3131,51203.0,1137.8444444444444,1008783.3758024696,62962083.0,1399157.4,1500212084680.9062,868078564.0,19290634.755555555,1821001955625156.8,4182854749.0,92952327.75555556,1.3644926768764222e+16,0.20753256235051235,49250.0,1094.4445,662123.4,72125353.0,1602785.6,1536440300000.0,319173820.0,7092751.5,141621560000000.0,8545566505.0,189901470.0,3.4958755e+16,0.037349638,1.0396549000000002,100453,2232.2888,1812832.1,0.87295353,135087436,3001943.0,3578256700000.0,2.7197673,1187252384,26383386.0,1933421100000000.0,0.4894766,12728421254,282853800.0,5.6540586e+16,0.09327569599999999,0.24444444,0.6291358,122.53333,183131.58,149.66666999999998,482144.28,103.755554,279263.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24444444,0.6291358,122.53333,183131.58,149.66666999999998,482144.28,103.755554,279263.78,24629806.0,38131185000000.0,2.5848367e+16,5.5429508e+17
18,u1872,2.0,0.04444444444444445,0.0424691358024692,9556.0,212.35555555555558,970916.6735802463,2134.0,47.422222222222224,53308.688395061865,1396.0,31.02222222222223,22745.577283950566,1.5286531856265626,3.0,0.06666667,0.062222224000000007,401.0,8.911111,3493.9478,2867.0,63.711113,63438.207,1736.0,38.577778,24602.732000000004,1.6514976000000003,0.66664445,5,0.11111111,0.09876543,23.830417999999998,9957,221.26666,970626.0,0.744332,5001,111.13333,110704.25,0.8041474000000001,3132,69.6,44954.773,1.5967432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222,4892946.5,235778.0,97787.14
19,u2643,21494.0,477.6444444444445,2524147.9624691308,26854040.0,596756.4444444445,3981027997110.3306,222101198.0,4935582.1777777765,480654251276110.56,2641343713.0,58696526.95555556,7.139407012238245e+16,0.08408644316408645,4250.0,94.44444,109241.54,7920860.0,176019.11,417182650000.0,42536501.0,945255.56,11581067000000.0,1472290404.0,32717564.0,1.922519e+16,0.028891379,5.057411699999999,25744,572.08887,3650637.2,3.3902934,34774900,772775.56,6852197000000.0,5.221426,264637699,5880838.0,584017600000000.0,1.7940372,4113634117,91414090.0,1.3968168e+17,0.06433185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92049100.0,167957450000000.0,9726821000000000.0,2.3502756e+18
20,u1241,22999.0,511.08888888888885,309379.6809876543,28252636.0,627836.3555555557,460107533883.8734,96820329.0,2151562.8666666667,7318245298253.224,2687300366.0,59717785.91111111,8516401341864701.0,0.036028845239995166,14220.0,316.0,153882.27,21894034.0,486534.1,507125300000.0,96519271.0,2144872.8,14250264000000.0,1166253685.0,25916748.0,6286605400000000.0,0.08276010000000002,1.6173699,37219,827.08887,758808.94,1.2904263,50146670,1114370.5,1564994300000.0,1.0031191,193339600,4296435.5,31269306000000.0,2.304216,3853554051,85634536.0,1.730962e+16,0.050171763,1.3333334,12.444445,1610.6222,19010362.0,19088.133,2112286000.0,191490.62,379912400000.0,2.1777778,40.946175,3407.7556,80367224.0,17893.223,3229450500.0,213510.11,682424800000.0,3.511111,72.73876,5018.378,138977900.0,36981.355,6385246000.0,405000.72,1143889200000.0,8756388.0,16063579000000.0,244549750000000.0,1.2478539e+17
21,u4281,17064.0,379.2,99246.56000000004,19353907.0,430086.82222222217,126288177389.83502,84959575.0,1887990.5555555557,13134445510999.498,294349763.0,6541105.8444444435,165372072926376.12,0.2886347661165643,11149.0,247.75555,35731.117,16411733.0,364705.2,76037415000.0,33856951.0,752376.7,1280842000000.0,200305549.0,4451234.5,30458820000000.0,0.16902652,1.5305408,28213,626.95557,218852.58,1.1792726999999998,35765640,794792.0,359337360000.0,2.5093687,118816526,2640367.2,16691602000000.0,1.4695038,494655312,10992340.0,299803400000000.0,0.24020065,0.17777778,0.7239505999999999,103.755554,260360.67,3059.6890000000003,239606270.0,40398.4,49618936000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17777778,0.7239505999999999,103.755554,260360.67,3059.6890000000003,239606270.0,40398.4,49618936000.0,3816528.5,5868957000000.0,96445580000000.0,3295228000000000.0
22,u0028,14854.0,330.0888888888889,401232.0809876543,18864369.0,419208.2,682221173148.1155,136060073.0,3023557.1777777784,151170820658154.53,483993578.0,10755412.844444444,1787664161554949.8,0.2811195833676369,9287.0,206.37778,94950.5,15734390.0,349653.12,307872200000.0,377115752.0,8380350.0,292186660000000.0,1084414679.0,24098104.0,7995610400000000.0,0.34775972,1.5994401000000003,24141,536.4667,712448.25,1.198926,34598759,768861.3,1507327200000.0,0.36079127,513175825,11403907.0,479786300000000.0,0.4463178,1568408257,34853516.0,1.7056858e+16,0.32719532,0.37777779,6.279506,709.1333599999999,22126284.0,2714.2,324142800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37777779,6.279506,709.1333599999999,22126284.0,2714.2,324142800.0,0.0,0.0,17871190.0,32745902000000.0,3893147000000000.0,2.0268636e+17
23,u2062,1637.0,36.37777777777778,16183.435061728413,1869516.0,41544.8,21166600359.40447,3431215.0,76249.22222222223,70428823011.95047,18317869.0,407063.75555555563,1878523966724.856,0.18731518387762616,363.0,8.066667,437.66222999999997,617516.0,13722.578000000001,1390831700.0,3243456.0,72076.8,101732870000.0,8706057.0,193467.94,318947900000.0,0.37255165,4.5096407,2000,44.444443,21320.468999999997,3.0274777000000004,2487032,55267.38,31711269000.0,1.0578885,6674671,148326.02,333317400000.0,2.1040373,27023926,600531.7,3413788600000.0,0.24699117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463288.56,716032440000.0,5507592000000.0,82598820000000.0
24,u3956,7367.0,163.71111111111108,79019.67209876537,6873844.0,152752.08888888892,69700277024.30319,7780599.0,172902.2,111837508165.71556,51699850.0,1148885.5555555557,10586166934722.064,0.1504955817083599,20162.0,448.04443,420878.34,36233948.0,805198.9,1416016000000.0,124960887.0,2776908.5,20055622000000.0,333733424.0,7416298.5,120669820000000.0,0.37443325,0.36539033,27529,611.75555,691391.94,0.1897073,43107792,957950.94,1812617000000.0,0.062264275,132741486,2949810.8,21268280000000.0,0.15491359999999998,385433274,8565184.0,136372660000000.0,0.34439549999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12772413.0,30898412000000.0,282768800000000.0,2065616300000000.0
25,u2112,36531.0,811.8,2146813.893333329,44751682.0,994481.8222222222,3472996484950.7725,674529741.0,14989549.8,3047165761255034.5,14134315172.0,314095892.7111111,7.548189000128435e+17,0.047722845627231725,22077.0,490.6,759132.94,32869121.0,730424.94,1700474800000.0,192975576.0,4288346.0,70619080000000.0,3986442439.0,88587610.0,3.2106014e+16,0.048407967999999996,1.6547085,58608,1302.4,5410182.5,1.3615113,77620803,1724906.8,9867668000000.0,3.4954152,867505317,19277896.0,3600827300000000.0,3.5455961000000005,18120757611,402683500.0,1.01460686e+18,0.047873568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240918850.0,435670170000000.0,7.297636e+16,3.20676e+19
26,u0670,6655.0,147.88888888888889,25771.387654320988,7095685.0,157681.88888888888,29791229794.632088,7914854.0,175885.64444444445,48385553311.02911,53996528.0,1199922.8444444444,6586937421366.171,0.14658079497232382,7102.0,157.82222,35946.414,9740901.0,216464.47,62314926000.0,13296022.0,295467.16,163673160000.0,142385540.0,3164123.0,50355585000000.0,0.09338042,0.93706,13757,305.71112,107144.78,0.7284424,16836586,374146.34,158584290000.0,0.5952799,21210876,471352.8,361519380000.0,0.3792276,196382068,4364046.0,83717435000000.0,0.10800821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471944.2,2183564500000.0,5851406400000.0,1248086900000000.0
27,u3463,58613.0,1302.5111111111114,921638.4720987657,65982765.0,1466283.666666667,1061020489645.6444,153184307.0,3404095.711111111,5632074310770.918,585245208.0,13005449.066666665,161518214408232.56,0.2617438039748526,38028.0,845.06665,791137.25,44540939.0,989798.6,1101569700000.0,100784969.0,2239666.0,7685701000000.0,1049441697.0,23320926.0,5403165500000000.0,0.09603675,1.5413116000000002,96641,2147.578,1723829.4,1.481396,110523704,2456082.2,2273388300000.0,1.5199122,253969276,5643761.5,17675921000000.0,0.5576729,1634686905,36326376.0,6686433000000000.0,0.15536264,0.31111112,3.1476542999999997,540.4444599999999,12722432.0,6100.2446,1625981800.0,33687.89,49913434000.0,0.4888889,7.183210000000001,710.8222,16097789.0,5028.378,999690700.0,21382.244,19015574000.0,0.8,19.626667,1251.2667,56926264.0,11128.622,5173232000.0,55070.133,130522810000.0,26519554.0,32582943000000.0,180963300000000.0,4.022365e+16
