id,CALL_RDD_DAY38TODAY45_CNT,CALL_RDD_DAY38TODAY45_IN,CALL_RDD_DAY38TODAY45_INOUTRATIO,CALL_RDD_DAY38TODAY45_RECORD,CALL_RDD_DAY38TODAY45_TIME,CALL_RDD_DAY38TODAY45_TIME_AVG,CALL_RDD_DAY38TODAY45_TIME_IN,CALL_RDD_DAY38TODAY45_TIME_INOUTRATIO,CALL_RDD_DAY38TODAY45_TIME_VAR
u2215,19,8,0.421052635,1,12.51666641,0.658771932,6.650000095,0.531291604,0.232086793
u4396,,0,,0,,,0,,
u4539,13,0,0,1,13.13333321,1.01025641,0,0,2.660151243
u4975,194,97,0.5,1,153.6499939,0.792010307,79.6166687,0.518168986,0.691002905
u4553,,0,,0,,,0,,
u4833,22,11,0.5,1,51.41666794,2.337121248,30.03333282,0.584116697,5.697245598
u4377,16,12,0.75,1,7.783333302,0.486458331,5.733333111,0.736616731,0.090632595
u0888,6,3,0.5,1,4.150000095,0.691666663,2.900000095,0.698795199,0.145439819
u0366,2,2,1,1,2.933333397,1.466666698,2.933333397,1,0.001111111
u4755,,0,,0,,,0,,
u3580,24,9,0.375,1,26.56666756,1.106944442,10.5,0.395232111,0.684396207
u2915,13,8,0.615384638,1,18.71666718,1.439743638,7.150000095,0.382012457,4.447202682
u3332,32,25,0.78125,1,50.65000153,1.582812548,45.68333435,0.901941419,9.499522209
u4518,480,196,0.408333331,1,306.8166809,0.639201403,109.4166641,0.35661903,0.329542547
u4526,37,18,0.486486495,1,23.16666603,0.626126111,15.21666622,0.656834543,0.618071198
u1409,3,2,0.666666687,1,1.966666698,0.655555546,0.516666651,0.262711853,0.316728383
u1187,147,94,0.639455795,1,178.3666687,1.213378668,108.9166641,0.610633552,5.327715874
u0644,4,1,0.25,1,4.916666508,1.229166627,0.316666663,0.064406782,3.190468788
u2926,15,4,0.266666681,1,16.78333282,1.118888855,3.599999905,0.214498505,1.048772812
u2189,123,82,0.666666687,1,87.08333588,0.70799458,56.36666489,0.647272706,0.34297809
u2201,33,17,0.515151501,1,73.68333435,2.232828379,45.5,0.617507339,27.27837563
u2192,,0,,0,,,0,,
u4657,44,22,0.5,1,45.28333282,1.029166698,23.51666641,0.519322753,1.204218745
u0830,23,11,0.478260875,1,14.0666666,0.6115942,7.599999905,0.540284336,0.405034661
u0349,25,5,0.200000003,1,33.21666718,1.328666687,3.933333397,0.118414454,4.108278275
u0998,154,104,0.675324678,1,207.0333405,1.344372272,140.8333282,0.680244744,3.100884676
u3542,88,34,0.386363626,1,91.16666412,1.035984874,19.33333397,0.212065816,3.644942522
u4765,41,41,1,1,23.11666679,0.563821137,23.11666679,1,0.062695153
u0545,64,25,0.390625,1,58.91666794,0.920572937,23.95000076,0.40650636,0.905752957
u0272,61,40,0.655737698,1,84.58333588,1.386612058,65.71666718,0.776945829,2.843076706
u4665,33,9,0.272727281,1,233.3333282,7.070706844,29.45000076,0.126214281,245.6500854
u3582,74,42,0.567567587,1,67.09999847,0.906756759,36.65000153,0.546199679,0.672476888
u3256,19,7,0.368421048,1,16.10000038,0.847368419,3.516666651,0.218426496,0.483311802
u2918,18,10,0.555555582,1,16.28333282,0.904629648,6.466666698,0.397134095,2.426105022
u0075,299,172,0.575250864,1,543.2833252,1.817001104,308.2333374,0.567352831,14.95496082
u2603,6,2,0.333333343,1,6.466666698,1.077777743,0.783333361,0.12113402,0.939691365
u0846,34,18,0.529411793,1,36.81666565,1.082843184,23.76666641,0.645540953,0.739239931
u3797,,0,,0,,,0,,
u2768,93,43,0.462365597,1,136.1333313,1.463799238,85.23332977,0.626101851,3.286264181
u0746,1,1,1,1,0.316666663,0.316666663,0.316666663,1,0
u1253,166,93,0.560240984,1,166.9333344,1.005622506,105.5166702,0.632088661,2.838659763
u3691,1,0,0,1,0.916666687,0.916666687,0,0,0
u4904,7,4,0.571428597,1,4.949999809,0.70714283,2.283333302,0.461279452,0.256258518
u4383,,0,,0,,,0,,
u4649,,0,,0,,,0,,
u2500,34,19,0.558823526,1,26.14999962,0.769117653,17.83333397,0.681963027,0.649953127
u3826,7,2,0.285714298,1,7.733333111,1.104761958,1.116666675,0.144396558,1.850374103
u1051,,0,,0,,,0,,
u2606,35,35,1,1,40.88333511,1.168095231,40.88333511,1,1.766767859
u4625,1,1,1,1,4.983333111,4.983333111,4.983333111,1,0
u3698,17,6,0.352941185,1,62.88333511,3.69901967,26.18333244,0.416379541,27.67122459
u4559,8,4,0.5,1,15.11666679,1.889583349,9.25,0.611907363,2.417426109
u2753,26,13,0.5,1,44.13333511,1.697435856,29.38333321,0.665785491,4.23892498
u4047,79,45,0.569620252,1,188.8500061,2.390506268,108.3000031,0.57347101,18.83041191
u0588,37,26,0.702702701,1,113.1333313,3.057657719,89.34999847,0.789776087,45.05176544
u1744,20,15,0.75,1,99.71666718,4.985833168,84.16666412,0.844058156,29.92272949
u3295,36,24,0.666666687,1,47.08333206,1.307870388,21.86666679,0.464424789,2.391195774
u1250,13,6,0.461538464,1,6.583333492,0.506410241,2.616666555,0.397468358,0.109168313
u2583,33,17,0.515151501,1,63.33333206,1.919191957,47.96666718,0.757368445,9.977039337
u2402,2,1,0.5,1,0.683333337,0.341666669,0.366666675,0.536585391,0.000625
u2397,33,19,0.575757563,1,49.18333435,1.49040401,8.133333206,0.165367678,11.25055599
u4799,94,48,0.510638297,1,310.4666748,3.302836895,139.8333282,0.450397253,28.40675354
u1967,9,8,0.888888896,1,3.366666555,0.374074072,2.683333397,0.797029674,0.049574759
u1649,23,7,0.304347813,1,39.65000153,1.723913074,11.0666666,0.279108882,9.618932724
u3599,5,4,0.800000012,1,5.466666698,1.093333364,3.733333349,0.682926834,0.937177777
u3490,17,10,0.588235319,1,58.45000076,3.438235283,49.5,0.846877694,52.9630661
u4718,27,18,0.666666687,1,28.45000076,1.053703666,14.28333378,0.5020504,1.565418363
u4262,,0,,0,,,0,,
u3468,17,9,0.529411793,1,15.85000038,0.93235296,5.900000095,0.372239739,0.735113442
u1888,68,49,0.720588207,1,145.3166656,2.137009859,91.18333435,0.627480209,7.537931919
u1257,15,6,0.400000006,1,23.26666641,1.551111102,5.583333492,0.23997134,10.10320282
u2103,1,1,1,1,0.75,0.75,0.75,1,0
u0749,8,4,0.5,1,32.54999924,4.068749905,4.116666794,0.126472101,47.88822556
u4399,,0,,0,,,0,,
u3770,5,2,0.400000006,1,7.316666603,1.463333368,0.766666651,0.104783602,1.785711169
u3489,,0,,0,,,0,,
u4143,28,15,0.535714269,1,28.20000076,1.007142901,11.39999962,0.404255331,0.450246602
u0293,9,5,0.555555582,1,30.60000038,3.400000095,21.68333244,0.708605647,18.1886425
u4422,10,3,0.300000012,1,6.699999809,0.670000017,3.233333349,0.482587069,0.283822209
u3592,6,4,0.666666687,1,4.366666794,0.727777779,1,0.229007632,1.162561774
u4045,3,2,0.666666687,1,6.383333206,2.127777815,5.933333397,0.929503918,1.481543183
u4876,9,1,0.111111112,1,16.03333282,1.781481504,10.23333359,0.638253629,9.125212669
u4652,,0,,0,,,0,,
u4052,113,57,0.504424751,1,168.5500031,1.491592884,62.31666565,0.369722128,5.184499264
u2239,187,84,0.449197859,1,479.4500122,2.563903809,274.2666626,0.572044373,16.50347519
u3619,75,43,0.573333323,1,97.21666718,1.29622221,57.63333511,0.592833877,2.508811712
u3937,64,43,0.671875,1,58.56666565,0.915104151,38.03333282,0.64940238,0.783860385
u1284,31,11,0.354838699,1,29.01666641,0.936021507,9.633333206,0.331993103,0.938514292
u1279,3,2,0.666666687,1,7.800000191,2.599999905,3.450000048,0.442307681,2.301666737
u3436,33,19,0.575757563,1,27.48333359,0.832828283,19.83333397,0.721649468,2.503762484
u2064,113,79,0.699115038,1,169.8999939,1.503539801,123.0833359,0.72444576,2.582548857
u1009,20,10,0.5,1,130.1166687,6.505833149,14.61666679,0.112335086,111.0399551
u3105,14,11,0.785714269,1,18.78333282,1.341666698,15.48333359,0.824312329,0.94312501
u1909,52,13,0.25,1,37.81666565,0.727243602,9.966666222,0.263552219,0.221699029
u3854,55,27,0.4909091,1,81.6333313,1.484242439,27.85000038,0.341159672,8.34373188
u0603,,0,,0,,,0,,
u4873,,0,,0,,,0,,
u3041,4,4,1,1,16.81666756,4.204166889,16.81666756,1,15.66407967
u0497,3,2,0.666666687,1,2.433333397,0.811111093,2.383333445,0.979452074,0.429691344
u0884,1,0,0,1,3.366666555,3.366666555,0,0,0
u0651,45,18,0.400000006,1,60.04999924,1.334444404,28.63333321,0.47682488,1.582782745
u1079,37,18,0.486486495,1,43.96666718,1.188288331,11.01666641,0.250568599,2.963166237
u2477,2,0,0,1,0.600000024,0.300000012,0,0,0.017777778
u2591,101,47,0.465346545,1,101.8833313,1.008745909,43.51666641,0.427122533,1.05666995
u3987,1,0,0,1,1.100000024,1.100000024,0,0,0
u2834,332,157,0.472891569,1,524.6500244,1.580271125,259.4500122,0.494520158,3.077580214
u3895,11,9,0.818181813,1,3.616666555,0.328787893,3.049999952,0.843317986,0.092681356
u0467,28,8,0.285714298,1,44.91666794,1.604166627,15.03333378,0.334693879,1.290865541
u2372,100,38,0.379999995,1,115.4499969,1.154500008,33.21666718,0.28771475,2.22313261
u3991,18,4,0.222222224,1,20.78333282,1.154629588,7.133333206,0.343223751,1.270487785
u2602,1,1,1,1,0.633333325,0.633333325,0.633333325,1,0
u0847,23,2,0.086956523,1,55.45000076,2.410869598,0.766666651,0.01382627,8.398661613
u3522,47,29,0.617021263,1,77.40000153,1.646808505,40.73333359,0.526270449,3.628518105
u0068,10,3,0.300000012,1,3.716666698,0.37166667,1.533333302,0.412556052,0.054558333
u1911,68,23,0.338235289,1,117.5833359,1.729166627,39.45000076,0.335506737,4.079218864
u3978,64,27,0.421875,1,210.1000061,3.282812595,137.2166595,0.653101683,13.64407063
u1067,,0,,0,,,0,,
u4406,43,25,0.581395328,1,151.4166718,3.52131772,87.25,0.576224566,30.68556023
u0788,55,19,0.345454544,1,53.41666794,0.971212149,19.31666756,0.361622453,0.503145993
u4363,17,5,0.294117659,1,69.1333313,4.066666603,6.050000191,0.087512054,31.92758179
u4075,,0,,0,,,0,,
u0997,58,34,0.586206913,1,195.3999939,3.368965626,126.8000031,0.648925304,18.82404709
u1025,11,10,0.909090936,1,9.366666794,0.851515174,8.816666603,0.94128114,0.792901754
u2230,231,101,0.437229425,1,243.7833405,1.055339098,118.6333313,0.486634314,1.261857033
u0842,28,6,0.214285716,1,12.23333359,0.436904758,4.199999809,0.343324244,0.119034864
u2195,3,1,0.333333343,1,12.16666698,4.055555344,0.333333343,0.02739726,26.24765396
u3625,28,4,0.142857149,1,16.76666641,0.59880954,1.866666675,0.111332007,0.385157317
u1709,13,9,0.692307711,1,29.16666603,2.24358964,12.11666679,0.415428579,5.398869038
u0220,22,7,0.318181813,1,57.46666718,2.612121105,16.46666718,0.286542922,8.949045181
u2353,1,0,0,1,0.166666672,0.166666672,0,0,0
u2437,,0,,0,,,0,,
u3496,21,6,0.285714298,1,26.76666641,1.274603128,13.16666698,0.491905361,4.070783615
u2476,26,22,0.846153855,1,112.0833359,4.31089735,88.90000153,0.793159842,58.90651703
u0386,31,21,0.677419364,1,35.09999847,1.132258058,17.18333244,0.48955366,1.654532909
u3751,,0,,0,,,0,,
u4530,3,2,0.666666687,1,0.716666639,0.23888889,0.400000006,0.558139563,0.003765432
u4453,187,114,0.609625697,1,129.2166595,0.690998197,72.56666565,0.561589062,0.376450449
u3397,113,60,0.530973434,1,346.8999939,3.06991148,194.8166656,0.561593175,22.89777756
u3161,8,3,0.375,1,40.01666641,5.002083302,31.89999962,0.797167838,99.5289917
u1524,,0,,0,,,0,,
u1581,,0,,0,,,0,,
u1045,25,5,0.200000003,1,34.03333282,1.36133337,3.616666555,0.106268361,2.879749298
u4912,,0,,0,,,0,,
u4464,272,151,0.555147052,1,213.8999939,0.78639704,96.80000305,0.452547908,1.615793347
u3610,4,4,1,1,9.066666603,2.266666651,9.066666603,1,11.94250011
u4747,,0,,0,,,0,,
u3260,,0,,0,,,0,,
u3810,17,6,0.352941185,1,172.3666687,10.13921547,61.90000153,0.359118164,126.8779068
u3979,68,38,0.558823526,1,63.46666718,0.933333337,38.26666641,0.602941155,0.935563743
u1621,39,26,0.666666687,1,17.73333359,0.454700857,13.51666641,0.762218058,0.152093291
u2800,65,42,0.646153867,1,60.78333282,0.935128212,22.89999962,0.376748025,1.409761786
u1576,4,3,0.75,1,4.949999809,1.237499952,4.699999809,0.949494958,1.34769094
u3944,1,1,1,1,0.116666667,0.116666667,0.116666667,1,0
u0282,8,6,0.75,1,9.833333015,1.229166627,7.25,0.737288117,1.157552123
u0727,68,16,0.235294119,1,251.7333374,3.701960802,9.333333015,0.037076272,47.89368057
u0534,6,6,1,1,1.783333302,0.297222227,1.783333302,1,0.012816358
u0364,,0,,0,,,0,,
u3911,4,4,1,1,0.699999988,0.174999997,0.699999988,1,6.94E-05
u4313,70,17,0.242857143,1,185.2666626,2.646666765,12.55000019,0.067740194,20.92190933
u3620,3,2,0.666666687,1,0.533333361,0.177777782,0.25,0.46875,0.005617284
u1398,29,14,0.482758611,1,61.41666794,2.11781621,19.66666603,0.320217103,5.190573215
u1226,138,38,0.275362313,1,113.4166641,0.821859896,34.15000153,0.301102132,2.784109592
u2467,25,12,0.479999989,1,16.03333282,0.641333342,6.333333492,0.395010382,0.306091547
u3869,12,9,0.75,1,9.566666603,0.797222197,8.75,0.914634168,1.438464522
u0415,14,7,0.5,1,17.51666641,1.251190424,3.450000048,0.196955279,2.086605787
u1432,14,3,0.214285716,1,48.16666794,3.440476179,2.566666603,0.053287197,41.89736938
u4906,7,2,0.285714298,1,15.21666622,2.173809528,10.14999962,0.667031765,3.63863945
u0532,15,2,0.13333334,1,14.48333359,0.965555549,0.683333337,0.047180668,1.477202415
u0766,,0,,0,,,0,,
u2761,,0,,0,,,0,,
u4333,,0,,0,,,0,,
u0538,5,4,0.800000012,1,6.816666603,1.363333344,6.683333397,0.98044008,2.05493331
u3946,,0,,0,,,0,,
u2965,13,7,0.538461566,1,46.61666489,3.585897446,42.83333206,0.9188416,63.01725769
u4274,4,2,0.5,1,2.5,0.625,0.916666687,0.366666675,0.141458333
u0191,80,51,0.637499988,1,84.84999847,1.060624957,38.93333435,0.458848953,1.126980901
u4449,357,140,0.392156869,1,375.9500122,1.053081274,106.5500031,0.283415347,2.717464924
u0348,7,6,0.857142866,1,24.43333244,3.490476131,23.98333359,0.981582522,41.77109909
u1617,1,1,1,1,12.03333378,12.03333378,12.03333378,1,0
u4920,,0,,0,,,0,,
u4596,2,0,0,1,2.466666698,1.233333349,0,0,0.840277791
u1659,28,24,0.857142866,1,34.21666718,1.222023845,28.03333282,0.81928885,3.063096285
u3712,,0,,0,,,0,,
u0006,8,6,0.75,1,15.5,1.9375,13.44999981,0.867741942,1.624079823
u4535,167,65,0.389221549,1,178.7333374,1.070259452,80.66666412,0.451324135,2.522302389
u0972,164,95,0.579268277,1,336.8166809,2.053760052,173.8666687,0.516205668,10.05770397
u0080,35,19,0.54285717,1,137.25,3.92142868,96.98332977,0.706618071,35.88034058
u2079,54,34,0.629629612,1,48.09999847,0.890740752,26.28333282,0.546431065,2.225264072
u2326,98,37,0.377551019,1,99.84999847,1.018877506,34.71666718,0.347688198,0.957531989
u0860,,0,,0,,,0,,
u3617,,0,,0,,,0,,
u4316,17,9,0.529411793,1,52.21666718,3.071568727,18.03333282,0.345355898,11.63587475
u4416,72,0,0,1,101.9000015,1.415277719,0,0,2.306333065
u0647,35,13,0.371428579,1,30.04999924,0.85857141,8.716666222,0.290072113,0.764751911
u3437,12,5,0.416666657,1,27.33333397,2.277777672,6.466666698,0.236585364,4.239876747
u2756,9,7,0.777777791,1,16.14999962,1.794444442,12.28333378,0.760577917,2.204938173
u0115,,0,,0,,,0,,
u2499,25,17,0.680000007,1,18.51666641,0.740666687,13.03333378,0.703870416,0.470668435
u1290,,0,,0,,,0,,
u0745,12,8,0.666666687,1,17.63333321,1.469444394,16.01666641,0.908317566,3.072862625
u3535,5,2,0.400000006,1,21.70000076,4.340000153,6.199999809,0.285714298,6.983399868
u2543,21,12,0.571428597,1,63.71666718,3.034126997,56.65000153,0.889092326,21.60316086
u2691,17,7,0.411764711,1,31.13333321,1.831372499,2.549999952,0.081905782,7.621041775
u2160,1,0,0,1,0.766666651,0.766666651,0,0,0
u1758,36,18,0.5,1,33.11666489,0.919907391,12.28333378,0.370910913,0.665028095
u4429,,0,,0,,,0,,
u1603,,0,,0,,,0,,
u2322,4,2,0.5,1,3.283333302,0.820833325,2.75,0.837563455,0.946718752
u1135,43,30,0.697674394,1,171.4666595,3.987596989,115.7833328,0.675252736,14.20678425
u2651,15,11,0.733333349,1,82.1333313,5.47555542,69.71666718,0.848823071,25.35251427
u2052,3,2,0.666666687,1,0.683333337,0.227777779,0.316666663,0.463414639,0.010802469
u3931,136,33,0.242647052,1,117.1833344,0.861642182,38.08333206,0.324989319,1.345818281
u3993,2,1,0.5,1,6.583333492,3.291666746,6.133333206,0.931645572,8.075069427
u2688,39,26,0.666666687,1,34.98333359,0.897008538,17.18333244,0.491186291,0.648060858
u4034,99,48,0.484848499,1,65.43333435,0.660942733,17.68333244,0.270249605,0.991459966
u1092,8,6,0.75,1,14.94999981,1.868749976,5.916666508,0.395763665,7.579544067
u3399,53,36,0.679245293,1,52.15000153,0.983962238,37.41666794,0.717481613,0.652420998
u3679,16,11,0.6875,1,13.98333359,0.873958349,8.316666603,0.59475565,0.281491965
u0908,64,38,0.59375,1,30.18333244,0.471614569,17.06666756,0.565433443,0.185413882
u2614,63,41,0.650793672,1,31.79999924,0.504761934,22.78333282,0.716457009,0.163460568
u2890,43,14,0.325581402,1,35.70000076,0.830232561,7.666666508,0.21475257,1.274693251
u2880,68,29,0.426470578,1,171.3166656,2.519362688,97.41666412,0.568635106,15.88084602
u0071,15,5,0.333333343,1,13.76666641,0.917777777,2.450000048,0.177966103,2.103128433
u3782,24,11,0.458333343,1,23.61666679,0.984027803,9.666666985,0.409315467,1.322649956
u4492,2,1,0.5,1,0.433333337,0.216666669,0.183333337,0.423076928,0.001111111
u0345,58,25,0.431034476,1,79.94999695,1.378448248,26.61666679,0.332916409,6.896255016
u0923,37,21,0.567567587,1,55.61666489,1.503153205,9.733333588,0.175007492,26.16071892
u2521,3,2,0.666666687,1,2.716666698,0.905555546,1.466666698,0.539877295,0.215061724
u0276,328,167,0.509146333,1,222.4166718,0.678099573,112.5999985,0.506256998,0.400022566
u3367,,0,,0,,,0,,
u0214,234,82,0.350427359,1,310.0499878,1.325000048,120.9499969,0.390098363,2.741971254
u2825,1,1,1,1,3.599999905,3.599999905,3.599999905,1,0
u4614,,0,,0,,,0,,
u3015,15,3,0.200000003,1,14.23333359,0.948888898,1.583333373,0.111241221,0.379313588
u2706,26,14,0.538461566,1,105.4833298,4.057051182,96.3833313,0.913730443,67.20209503
u4287,2,2,1,1,0.316666663,0.158333331,0.316666663,1,0.001736111
u0060,32,32,1,1,43.45000076,1.357812524,43.45000076,1,2.591544867
u0606,41,14,0.341463417,1,79.53333282,1.939837456,41.61666489,0.523260713,9.184470177
u3305,14,4,0.285714298,1,27.66666603,1.976190448,5.016666889,0.181325302,9.083837509
u1073,98,63,0.642857134,1,130.6333313,1.33299315,71.71666718,0.548992097,2.766865015
u3199,81,33,0.407407403,1,193.8666687,2.393415689,80.06666565,0.412998617,13.48675346
u2009,13,10,0.769230783,1,15.01666641,1.155128241,5.583333492,0.371809095,4.959460735
u1022,1,1,1,1,1.25,1.25,1.25,1,0
u3460,3,0,0,1,4.866666794,1.622222185,0,0,0.456728399
u3520,11,7,0.636363626,1,8.216666222,0.7469697,6.199999809,0.754563868,0.331556469
u0331,51,31,0.607843161,1,40.88333511,0.801634014,19.46666718,0.476151645,0.710122585
u4214,,0,,0,,,0,,
u1989,8,6,0.75,1,7.400000095,0.925000012,6.099999905,0.82432431,0.329374999
u4538,26,11,0.423076928,1,41.75,1.605769277,22.5,0.538922131,5.091686726
u1219,3,0,0,1,115.7166672,38.57222366,0,0,2920.60376
u3211,2,2,1,1,0.683333337,0.341666669,0.683333337,1,0.030625001
u1188,12,2,0.166666672,1,97.96666718,8.163888931,1.516666651,0.015481456,245.1135559
u0940,124,52,0.419354826,1,228.8000031,1.845161319,77.08333588,0.336902678,6.399389744
u2491,34,26,0.764705896,1,24.35000038,0.71617645,18.85000038,0.774127305,0.595285714
u3602,65,29,0.446153849,1,76.81666565,1.181794882,43.01666641,0.5599913,4.667185783
u0200,34,13,0.382352948,1,38.13333511,1.12156868,10.6833334,0.280157357,1.024240732
u3128,17,14,0.823529422,1,8.866666794,0.521568656,5.816666603,0.656015038,0.214175314
u1078,4,4,1,1,2.783333302,0.695833325,2.783333302,1,0.120468751
u4048,56,21,0.375,1,160.6999969,2.869642973,41.28333282,0.256896913,17.21403885
u4884,209,124,0.593301415,1,149.8333282,0.716905892,89.01667023,0.594104588,0.324916214
u2885,,0,,0,,,0,,
